"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00188405","SOLOMONS, MD US","1893-01-01",,,,,"0.67","0.0",,"50","29",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-02",,,,,"0.00","0.0",,"50","33",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-03",,,,,"0.00","0.0",,"36","21",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-04",,,,,"0.09","1.0",,"25","17",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-05",,,,,"0.06","0.5",,"32","21",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-06",,,,,"0.00","0.0",,"29","20",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-07",,,,,"0.00","0.0",,"28","18",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-08",,,,,"0.00","0.0",,"28","20",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-09",,,,,"0.07","0.8",,"36","17",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-10",,,,,"0.00","0.0",,"33","10",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-11",,,,,"0.00","0.0",,"21","6",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-12",,,,,"0.22","3.0",,"31","18",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-13",,,,,"0.00","0.0",,"21","10",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-14",,,,,"0.00","0.0",,"26","8",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-15",,,,,"0.00","0.0",,"30","10",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-16",,,,,"0.00","0.0",,"18","4",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-17",,,,,"0.00","0.0",,"21","10",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-18",,,,,"0.00","0.0",,"24","4",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-19",,,,,"0.20","2.0",,"31","16",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-20",,,,,"0.00","0.0",,"25","13",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-21",,,,,"0.00","0.0",,"32","7",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-22",,,,,"0.00","0.0",,"30","5",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-23",,,,,"0.00","0.0",,"39","26",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-24",,,,,"0.00","0.0",,"41","18",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-25",,,,,"0.00","0.0",,"49","29",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-26",,,,,"0.00","0.0",,"48","24",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-27",,,,,"0.00","0.0",,"46","34",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-28",,,,,"0.00","0.0",,"39","33",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-29",,,,,"0.22","0.0",,"46","32",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-01-30",,,,,"0.00","0.0",,"41","30",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-01-31",,,,,"0.00","0.0",,"43","29",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-01",,,,,"0.00",,,"46","32",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-02",,,,,"0.00",,,"46","35",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-03",,,,,"0.00",,,"53","34",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-04",,,,,"0.00",,,"41","24",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-05",,,,,"0.10","0.8",,"26","19",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-06",,,,,"0.26",,,"42","26",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-07",,,,,"0.02",,,"49","34",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-08",,,,,"0.00",,,"36","24",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-09",,,,,"0.01",,,"39","24",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-10",,,,,"0.32",,,"55","36",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-11",,,,,"0.69","1.0",,"50","33",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-12",,,,,"0.02","1.0",,"37","31",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-13",,,,,"1.65",,,"37","31",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-14",,,,,"0.00",,,"41","30",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-15",,,,,"0.00",,,"65","36",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-16",,,,,"0.00",,,"55","43",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-17",,,,,"0.11","1.3",,"46","26",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-18",,,,,"0.50",,,"42","23",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-19",,,,,"0.00","0.0",,"46","27",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-20",,,,,"0.00",,,"42","16",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-21",,,,,"0.02",,,"32","18",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-22",,,,,"0.16","0.8",,"35","28",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-23",,,,,"0.00",,,"43","26",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-24",,,,,"0.00",,,"47","33",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-25",,,,,"0.01",,,"52","32",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-02-26",,,,,"0.00",,,"43","28",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-27",,,,,"0.00",,,"40","30",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-02-28",,,,,"0.78",,,"39","35",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-01",,,,,"0.00","0.0",,"49","33",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-02",,,,,"0.00","0.0",,"52","31",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-03",,,,,"0.03","0.0",,"54","36",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-04",,,,,"0.65","3.3",,"42","25",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-05",,,,,"0.00","0.0",,"38","18",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-06",,,,,"0.00","0.0",,"46","27",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-07",,,,,"0.00","0.0",,"50","34",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-08",,,,,"0.00","0.0",,"51","31",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-09",,,,,"0.53","0.0",,"62","40",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-10",,,,,"0.00","0.0",,"54","39",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-11",,,,,"0.17","0.0",,"44","37",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-12",,,,,"0.00","0.0",,"57","38",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-13",,,,,"0.00","0.0",,"50","35",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-14",,,,,"1.06","0.0",,"54","41",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-15",,,,,"0.00","0.0",,"49","30",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-16",,,,,"0.00","0.0",,"37","22",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-17",,,,,"0.32","3.5",,"36","27",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-18",,,,,"0.00","0.0",,"41","28",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-19",,,,,"0.00","0.0",,"42","32",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-20",,,,,"0.00","0.0",,"46","32",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-21",,,,,"0.00","0.0",,"65","39",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-22",,,,,"0.00","0.0",,"60","40",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-23",,,,,"0.06","0.0",,"46","40",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-24",,,,,"0.05","0.0",,"70","39",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-03-25",,,,,"0.00","0.0",,"68","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-26",,,,,"0.00","0.0",,"53","42",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-27",,,,,"0.00","0.0",,"47","39",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-28",,,,,"0.00","0.0",,"47","35",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-29",,,,,"0.00","0.0",,"47","28",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-30",,,,,"0.00","0.0",,"51","28",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-03-31",,,,,"0.00","0.0",,"59","39",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-01",,,,,"0.00",,,"75","44",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-02",,,,,"0.00",,,"67","49",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-03",,,,,"0.00",,,"64","44",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-04",,,,,"0.00",,,"74","50",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-05",,,,,"0.00",,,"60","50",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-06",,,,,"0.00",,,"61","40",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-07",,,,,"0.09",,,"51","39",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-08",,,,,"0.00",,,"81","48",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-09",,,,,"0.03",,,"71","53",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-10",,,,,"0.13",,,"53","44",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-11",,,,,"0.00",,,"59","42",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-12",,,,,"0.03",,,"51","44",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-13",,,,,"0.00",,,"68","51",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-14",,,,,"0.02",,,"75","54",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-15",,,,,"1.46",,,"67","43",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-16",,,,,"0.00",,,"57","38",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-17",,,,,"0.02",,,"58","42",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-18",,,,,"0.00",,,"60","44",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-19",,,,,"0.00",,,"64","45",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-20",,,,,"0.28",,,"59","52",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-21",,,,,"0.00",,,"65","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-22",,,,,"0.00",,,"59","45",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-23",,,,,"0.00",,,"56","44",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-24",,,,,"0.00",,,"56","48",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-25",,,,,"0.43",,,"61","48",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-26",,,,,"0.05",,,"52","44",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-27",,,,,"0.84",,,"66","32",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-28",,,,,"0.00",,,"63","50",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-04-29",,,,,"0.16",,,"77","53",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-04-30",,,,,"0.00",,,"76","55",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-01",,,,,"0.00",,,"68","54",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-02",,,,,"0.08",,,"71","52",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-03",,,,,"1.05",,,"61","51",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-04",,,,,"0.67",,,"62","47",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-05",,,,,"0.00",,,"74","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-06",,,,,"0.00",,,"73","54",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-07",,,,,"0.00",,,"65","50",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-08",,,,,"0.00",,,"68","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-09",,,,,"0.00",,,"68","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-10",,,,,"0.00",,,"70","47",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-11",,,,,"0.00",,,"73","50",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-12",,,,,"0.00",,,"72","54",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-13",,,,,"0.40",,,"76","56",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-14",,,,,"0.00",,,"69","56",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-15",,,,,"0.01",,,"78","54",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-16",,,,,"0.37",,,"74","59",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-17",,,,,"0.00",,,"72","51",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-18",,,,,"0.00",,,"67","53",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-19",,,,,"0.00",,,"73","49",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-20",,,,,"0.00",,,"74","52",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-21",,,,,"0.40",,,"87","59",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-22",,,,,"0.28",,,"82","63",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-23",,,,,"0.01",,,"86","68",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-24",,,,,"0.00",,,"77","59",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-25",,,,,"0.00",,,"80","56",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-26",,,,,"0.00",,,"84","63",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-27",,,,,"0.07",,,"77","60",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-28",,,,,"0.43",,,"70","60",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-29",,,,,"0.24",,,"60","53",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-05-30",,,,,"0.00",,,"70","51",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-05-31",,,,,"0.00",,,"71","59",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-01",,,,,"0.00",,,"74","64",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-02",,,,,"1.72",,,"75","66",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-03",,,,,"0.00",,,"80","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-04",,,,,"0.03",,,"88","69",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-05",,,,,"0.00",,,"89","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-06",,,,,"0.29",,,"88","71",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-07",,,,,"0.00",,,"76","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-08",,,,,"0.00",,,"80","62",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-09",,,,,"0.00",,,"81","59",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-10",,,,,"0.00",,,"89","64",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-11",,,,,"0.00",,,"91","70",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-12",,,,,"0.00",,,"80","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-13",,,,,"0.00",,,"83","62",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-14",,,,,"0.00",,,"79","67",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-15",,,,,"0.00",,,"84","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-16",,,,,"0.11",,,"73","65",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-17",,,,,"0.22",,,"71","60",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-18",,,,,"0.00",,,"88","64",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-19",,,,,"0.00",,,"94","69",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-20",,,,,"0.00",,,"95","71",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-21",,,,,"0.00",,,"91","75",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-22",,,,,"0.01",,,"90","73",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-23",,,,,"0.04",,,"83","65",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-24",,,,,"0.00",,,"84","62",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-25",,,,,"0.00",,,"85","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-26",,,,,"0.23",,,"83","66",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-27",,,,,"0.00",,,"71","62",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-28",,,,,"0.02",,,"76","60",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-06-29",,,,,"0.00",,,"72","60",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-06-30",,,,,"0.00",,,"78","63",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-01",,,,,"0.06",,,"79","62",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-02",,,,,"0.43",,,"79","61",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-03",,,,,"0.00",,,"84","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-04",,,,,"0.12",,,"84","65",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-05",,,,,"0.00",,,"89","69",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-06",,,,,"0.00",,,"91","73",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-07",,,,,"0.00",,,"84","71",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-08",,,,,"1.03",,,"86","71",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-09",,,,,"0.00",,,"89","72",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-10",,,,,"0.00",,,"82","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-11",,,,,"0.00",,,"83","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-12",,,,,"0.00",,,"89","67",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-13",,,,,"0.50",,,"94","73",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-14",,,,,"0.58",,,"88","72",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-15",,,,,"0.09",,,"81","72",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-16",,,,,"0.25",,,"90","75",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-17",,,,,"0.00",,,"91","73",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-18",,,,,"0.40",,,"92","72",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-19",,,,,"0.00",,,"87","71",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-20",,,,,"0.00",,,"88","69",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-21",,,,,"0.00",,,"84","72",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-22",,,,,"0.00",,,"91","70",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-23",,,,,"0.00",,,"89","72",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-24",,,,,"0.00",,,"82","65",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-25",,,,,"0.00",,,"89","67",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-26",,,,,"0.10",,,"94","75",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-27",,,,,"0.00",,,"86","69",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-28",,,,,"0.00",,,"84","64",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-29",,,,,"0.05",,,"89","68",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-07-30",,,,,"0.00",,,"92","72",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-07-31",,,,,"0.53",,,"80","71",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-01",,,,,"0.10",,,"85","72",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-02",,,,,"0.00",,,"88","71",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-03",,,,,"0.00",,,"86","71",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-04",,,,,"0.14",,,"76","69",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-05",,,,,"0.00",,,"86","67",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-06",,,,,"0.07",,,"91","70",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-07",,,,,"0.00",,,"81","63",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-08",,,,,"0.00",,,"86","64",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-09",,,,,"0.00",,,"90","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-10",,,,,"0.00",,,"88","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-11",,,,,"0.00",,,"89","70",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-12",,,,,"0.00",,,"93","73",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-13",,,,,"0.00",,,"85","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-14",,,,,"0.00",,,"80","63",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-15",,,,,"0.00",,,"87","62",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-16",,,,,"0.00",,,"90","65",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-17",,,,,"0.02",,,"85","70",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-18",,,,,"0.01",,,"87","70",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-19",,,,,"0.00",,,"88","66",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-20",,,,,"1.47",,,"89","68",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-21",,,,,"0.00",,,"86","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-22",,,,,"0.00",,,"82","67",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-23",,,,,"0.20",,,"82","68",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-24",,,,,"0.80",,,"88","68",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-25",,,,,"0.00",,,"92","72",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-26",,,,,"0.00",,,"93","75",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-27",,,,,"0.00",,,"85","74",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-28",,,,,"0.08",,,"81","76",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-29",,,,,"0.17",,,"89","73",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-08-30",,,,,"0.00",,,"81","68",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-08-31",,,,,"0.01",,,"80","64",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-09-01",,,,,"0.20",,,"69","62",,,,,,,,,,,"    1",
"USC00188405","SOLOMONS, MD US","1893-09-02",,,,,"0.00",,,"80","61",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-09-03",,,,,"0.00",,,"75","56",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-09-04",,,,,"0.00",,,"84","61",,,,,,,,,,,,
"USC00188405","SOLOMONS, MD US","1893-09-05",,,,,"0.00",,,"85","64",,,,,,,,,,,,
